Spark开发/spark工程师,上海智子信息科技股份有限公司,上海-杨浦区,1-1.5万/月,07-12
Spark大数据工程师,中经网数据有限公司,北京-西城区,1-3万/月,07-12
数据挖掘工程师（spark）,新好耶数字技术（上海）有限公司,上海,1.5-2万/月,07-12
Spark开发工程师,郑州三友软件科技有限公司,北京,0.8-1万/月,07-12
spark sql开发人员,上海卓领通讯技术有限公司,上海-浦东新区,1-1.5万/月,07-12
大数据开发（spark),青岛酷特智能股份有限公司,青岛-即墨区,1-1.5万/月,07-12
spark-java高级开发工程师,北京世纪超星信息技术发展有限责任公司,南京,1.5-2.5万/月,07-12
SPARK开发工程师-大数据产品部（武汉）,深圳市思迪信息技术股份有限公司,武汉-武昌区,1-1.5万/月,07-12
证券-大数据研发工程师（spark),深圳市金证科技股份有限公司,深圳-南山区,2-3万/月,07-12
Spark数据开发工程师,上海高欣计算机系统有限公司,上海-浦东新区,1.2-2.4万/月,07-12
Spark工程师,上海慎则化工科技有限公司,上海-浦东新区,1-2万/月,07-12
Spark大数据开发工程师,深圳就位网科技有限公司,深圳-宝安区,1-1.5万/月,07-12
Spark开发工程师,北京东方金信科技有限公司,北京-东城区,0.8-1.5万/月,07-12
Spark开发工程师,深圳市信义科技有限公司,深圳,0.8-1万/月,07-12
大数据架构师(Spark方向)-GA-武汉-00775,任子行网络技术股份有限公司,武汉-洪山区,1.7-2.5万/月,07-12
Elasticsearch/Spark开发工程师,杭州迪普科技股份有限公司,杭州-滨江区,0.8-1.5万/月,07-12
Spark讲师,北京八维研修学院,北京-海淀区,1.5-3万/月,07-12
Hadoop/Spark开发工程师,新华三技术有限公司,郑州,1-2万/月,07-12
spark大数据开发工程师,亚信科技（中国）有限公司,北京-朝阳区,1.6-2万/月,07-12
Hadoop/Spark开发工程师,金华媒迪雅网络股份有限公司上海分公司,上海-徐汇区,2-3.5万/月,07-11
Spark开发工程师,成都嗨翻屋科技有限公司,成都-高新区,1.5-2万/月,07-11
Hadoop/Spark架构师,广东源恒软件科技有限公司,广州,2-3万/月,07-11
数据平台 - Spark/Hadoop工,美团点评,北京,3-4万/月,07-11
Hadoop/spark 软件工程师,西安创富电子科技有限公司,西安,0.7-1.2万/月,07-11
"大数据开发工程师（spark,python）",深圳前海壹互联科技投资有限公司,深圳-南山区,1.5-2万/月,07-11
Spark大数据工程师,北京腾信软创科技股份有限公司,深圳-南山区,1-1.5万/月,07-11
spark流计算,深圳市宜远智能科技有限公司,深圳-南山区,1-1.5万/月,07-11
大数据开发工程师（Hadoop/spark/kudu）,上海挚极信息科技有限公司,上海-嘉定区,1.8-2.5万/月,07-11
Spark开发工程师,上海音智达信息技术有限公司,异地招聘,2-2.5万/月,07-11
Spark大数据讲师,上海育创网络科技股份有限公司,上海-浦东新区,1.5-2万/月,07-11
Spark开发工程师,同程艺龙,苏州,1-2万/月,07-11
中、高级数据开发工程师（SPARK方向）,上海睿民互联网科技有限公司,北京-顺义区,1-2万/月,07-11
大数据工程师HADOOP/SPARK/STORM/HBASE(做产品),悦岚（上海）数据服务有限公司,上海-杨浦区,1.5-2万/月,07-11
大数据spark开发工程师,江苏苏源高科技有限公司,南京-秦淮区,1-1.5万/月,07-11
大数据spark开发工程师,深圳市名通科技股份有限公司,深圳-南山区,1.2-2.5万/月,07-11
Hadoop/Spark大数据运维开发工程师,上海云济信息科技有限公司,上海-徐汇区,2-4万/月,07-11
LK4-Spark开发工程师,安徽天元通信发展有限公司,南昌,1-1.5万/月,07-11
软件工程师（java、Spark、Hadoop、Scala）,上海广升信息技术股份有限公司,上海-浦东新区,1-2万/月,07-10
Senior Software Developer-Spark Python SQL,美库尔商务信息咨询有限公司,南京-浦口区,2-2.5万/月,07-10
大数据开发工程师（spark）,中电长城网际系统应用有限公司,成都-高新区,0.7-1.2万/月,07-10
大数据spark开发工程师,深圳市蓝泰源信息技术股份有限公司,武汉-江夏区,1-1.5万/月,07-10
SPARK开发工程师,vivo智能手机（维沃移动通信有限公司）,深圳-福田区,25-50万/年,07-10
大数据Spark开发工程师,河南信安通信技术股份有限公司,郑州,0.7-1.4万/月,07-10
Spark开发工程师,深圳市科华恒盛科技有限公司,深圳-南山区,1.5-2万/月,07-10
Spark开发/研发工程师,南威软件集团,福州,0.8-1.6万/月,07-09
高级大数据开发工程师 广告大数据 Spark,悠易互通（北京）广告有限公司,北京-朝阳区,2-3万/月,07-09
Spark大数据讲师,上海北风教育培训有限公司,上海-浦东新区,1.5-3万/月,07-08
Spark开发工程师,广州优亿信息科技有限公司,广州,2-2.5万/月,07-08
spark大数据工程师,深圳百果园实业发展有限公司,深圳-龙岗区,1.5-2万/月,07-06
大数据工程师（spark/scala后端开发）,上海汇纳信息科技股份有限公司,西安,1-1.5万/月,07-06
Spark平台开发工程师(010774),苏宁易购集团股份有限公司,南京,2-4万/月,07-05
数据处理总监（Spark经验）,考拉征信服务有限公司,北京-海淀区,2.5-3万/月,06-27
大数据开发工程师（Hadoop、Spark方向）,伯图大数据管理有限公司,徐州,4.5-6千/月,06-26
Spark开发工程师,银河互联网电视有限公司,北京-丰台区,2-3万/月,06-22
spark算法工程师,新智认知数据服务有限公司,南京-雨花台区,1-1.5万/月,06-20
Spark/Hadoop开发工程师,上海睿璞企业管理咨询有限公司,上海,2-2.5万/月,06-19
Spark工程师(J10202),北京百分点信息科技有限公司,沈阳,0.7-1.5万/月,06-07
(hadoop/spark)大数据开发工程师,上海丞风智能科技有限公司,长沙-岳麓区,10-15万/年,05-18
Spark开发工程师,成都龙渊网络科技有限公司,成都-高新区,1-2万/月,05-15
大数据Spark开发工程师,新奥（中国）燃气投资有限公司廊坊分公司,南京,,03-13
数据安全工程师,卫盈联信息技术（深圳）有限公司,深圳-南山区,1.5-2.5万/月,07-12
技术总监,ANT,青岛-市北区,1-1.5万/月,07-12
解决方案架构师（通讯行业）,电讯盈科深圳,深圳-南山区,2-4万/月,07-12
高级JAVA研发工程师（GYHL1wlz）,北京东方国信科技股份有限公司,北京,1.5-2.5万/月,07-12
软件Java开发工程师,成都优旭科技有限公司,成都,0.3-1万/月,07-12
大数据研发工程师,上海澳马信息技术服务有限公司,上海,1-2万/月,07-12
大数据开发工程师,苏交科集团股份有限公司,南京,1-1.5万/月,07-12
大数据架构师,北京新东方教育科技（集团）有限公司,北京-海淀区,3-4万/月,07-12
Java架构师,深圳英之泰教育科技有限公司,深圳-南山区,3-4万/月,07-12
软件测试工程师,成都比特信安科技有限公司,成都-高新区,6-8千/月,07-12
Java高级开发工程师,杭州合众数据技术有限公司,杭州-滨江区,1.2-2万/月,07-12
数据分析工程师,北京承启通科技有限公司,北京-石景山区,3-4万/月,07-12
自然语言处理工程师,北京北大英华科技有限公司,北京-海淀区,1.5-3万/月,07-12
数据分析师,广州致景信息科技有限公司,广州-海珠区,1-1.5万/月,07-12
大数据开发工程师,链钱集团,杭州-西湖区,0.8-1.6万/月,07-12
机器学习实习生,寰宇优才教育科技（北京）有限公司,北京-朝阳区,0.8-1万/月,07-12
数据分析产品工程师,北京海量数据技术股份有限公司,异地招聘,1-2万/月,07-12
游戏运维工程师,DeNA,上海,1.2-2.4万/月,07-12
Big Data大数据运维,迪比信可信息技术服务（南京）有限公司,南京-玄武区,10-15万/年,07-12
高级Java软件工程师,西安世达通电子信息技术有限公司,西安,10-15万/年,07-12
大数据基础技术研发人员——模型算法,北京思路创新科技有限公司,北京-海淀区,1-1.5万/月,07-12
算法工程师,杭州同花顺数据开发有限公司,杭州-余杭区,2.5-3万/月,07-12
BI开发工程师,良彬建材,重庆-九龙坡区,5-8千/月,07-12
数据仓库开发工程师,武汉元光科技有限公司,北京-朝阳区,0.7-1.4万/月,07-12
Java工程师_搜索,蚂蚁短租,北京-海淀区,1-2万/月,07-12
大数据开发工程师,深圳市富龙小额贷款有限公司,深圳,0.8-1.6万/月,07-12
Java架构师/高级Java程序员,广州黑胡子游戏开发有限公司,广州,2-3万/月,07-12
Java中高级开发工程师(J10218),广州金鹏集团有限公司,广州,1.5-2万/月,07-12
数据分析师,深圳微播信息技术有限公司,深圳,0.8-1万/月,07-12
Java高级开发工程师,广东广凌信息科技股份有限公司,广州-天河区,1-1.5万/月,07-12
大数据分析工程师,重庆机电控股集团机电工程技术有限公司,重庆-渝北区,4.5-6千/月,07-12
大数据建模工程师,天翼视讯传媒有限公司,上海-浦东新区,1-1.5万/月,07-12
Hadoop 高级开发工程师,北京西骏数据科技股份有限公司,北京-海淀区,2-2.5万/月,07-12
大数据开发工程师,深圳神目信息技术有限公司,深圳-南山区,0.8-1万/月,07-12
人工智能专家,上海玖数软件有限公司,上海-普陀区,2.5-3万/月,07-12
大数据开发工程师,深圳前海橙色魔方信息技术有限公司,深圳-南山区,1-1.8万/月,07-12
Java开发工程师,深圳市中创星通科技有限公司,深圳-南山区,1-2万/月,07-12
大数据建模工程师,慧与软件（济宁）人才产业基地管理有限公司,北京-朝阳区,1.5-3万/月,07-12
大数据运维工程师（天津分公司）,杭州三汇数字信息技术有限公司,天津-滨海新区,0.7-1.2万/月,07-12
进化论资产管理有限公司IT技术岗,国泰君安证券股份有限公司深圳深南大道京基一百证券营业部,深圳-南山区,1-1.5万/月,07-12
金融工程师,北京智尚捷付科技股份有限公司,北京-海淀区,2-2.5万/月,07-12
数据挖掘工程师,北京恒江联盟科技有限公司,北京,1-1.5万/月,07-12
技术总监,上海中宝国际旅行社有限公司,上海-普陀区,1.5-3万/月,07-12
高级java工程师,人民卫生电子音像出版社有限公司,北京,1.5-2万/月,07-12
软件实施工程师,北京云族佳科技有限公司,广州-天河区,6-8千/月,07-12
Java高级开发工程师,上海鲁班软件股份有限公司,上海-杨浦区,1.5-2万/月,07-12
测试（营运管理研发部）,上海班凯信息技术服务有限公司,上海,1-1.5万/月,07-12
架构师,深圳点点趣科技有限公司,深圳-南山区,2-3.5万/月,07-12
中级JAVA开发工程师,北京天行网安信息技术有限责任公司,北京-海淀区,1-1.5万/月,07-12
高级算法工程师,瑞卡租车,广州-海珠区,1.8-2.5万/月,07-12
bi 开发工程师,深圳市德科信息技术有限公司,深圳-福田区,1-2万/月,07-12
Java高级软件工程师,武汉侏罗纪技术开发有限公司,武汉,0.9-1.5万/月,07-12
Java高级开发工程师,云南翡标奢品科技股份有限公司,北京-朝阳区,1.2-3万/月,07-12
大数据开发工程师,网思科技有限公司,广州-天河区,1-1.5万/月,07-12
机器学习工程师,深圳市茁壮网络股份有限公司,深圳-罗湖区,15-30万/年,07-12
数据工程师,杭州当堂信息技术有限公司,杭州-拱墅区,1.5-2.5万/月,07-12
（某500强知名企业）大数据运维工程师,西安瀚特人力资源有限公司,西安-高新技术...,1-1.5万/月,07-12
中高级Java开发工程师,重庆新毫厘科技有限公司,重庆-北碚区,1.2-1.5万/月,07-12
大数据开发工程师,上海易点时空网络有限公司,深圳-南山区,1.5-2.5万/月,07-12
高级大数据开发工程师,焦点科技股份有限公司,南京,2-3万/月,07-12
平台系统架构师（微服务方向）,泰斗微电子科技有限公司,广州-黄埔区,1.2-3万/月,07-12
数据挖掘,深圳市时代华盛网络科技有限公司,深圳-南山区,1-2万/月,07-12
Java软件开发工程师（BI）,数云信息技术（上海）有限公司,上海,1.5-2万/月,07-12
高级Java开发工程师,时代大数据,广州-天河区,1.5-2.5万/月,07-12
系统架构师（java）,恒企教育,广州-白云区,1-2万/月,07-12
数据建模岗,深圳前海用友力合金融服务有限公司,深圳,1.5-2.5万/月,07-12
Java高级开发工程师,陕西星邑空间技术有限公司,西安-雁塔区,1.5-2万/月,07-12
大数据开发工程师-安全研究院,中新网络信息安全股份有限公司,合肥-高新区,1.2-1.8万/月,07-12
ETL开发工程师,青岛莱牛教育有限公司,青岛,6-8千/月,07-12
人工智能算法工程师,杭州晟视科技有限公司,杭州,0.8-1.5万/月,07-12
高级运维工程师/运维经理,江苏睿博信息科技有限公司,南通,0.7-1.2万/月,07-12
大数据售前顾问,北京斯普信信息技术有限公司,北京-海淀区,6-8千/月,07-12
人工智能云平台系统工程师,杭州睿拓智能科技有限公司,杭州-滨江区,2-4万/月,07-12
高级运维工程师,广州金越软件技术有限公司,南昌,0.8-1.2万/月,07-12
大数据高级研发经理,北明软件有限公司,广州-天河区,2-2.5万/月,07-12
数据平台架构师（离线计算方向）07-01-04,杭州大搜车汽车服务有限公司,杭州-余杭区,1.8-3万/月,07-12
Java高级开发工程师,深圳触云科技有限公司,深圳,1.5-3万/月,07-12
平台技术架构师,北京天源迪科信息技术有限公司,北京-海淀区,1.7-2.2万/月,07-12
数据分析架构师,广东智慧电子信息产业股份有限公司,广州-天河区,1.5-2.3万/月,07-12
数据仓库研发高级工程师(025004),北京汉能光伏投资有限公司,北京,3-4万/月,07-12
数据分析建模师,中国平安财产保险股份有限公司,深圳-福田区,22.8-42.6万/年,07-12
00151-微博机器学习团队——数据分析中高级工程师,新浪微博,北京,4-7万/月,07-12
25923-大数据运维工程师（深圳）,深圳市腾讯计算机系统有限公司,深圳,,07-12
大数据开发&大数据架构师-技术,上海创蓝文化传播有限公司,上海,3.5-5万/月,07-12
大数据研发高级专家,北京英视睿达科技有限公司,北京-西城区,1.5-2万/月,07-12
爬虫开发工程师,杭州前方信息技术有限公司,杭州-西湖区,1.2-2.5万/月,07-12
软件产品架构师,北京易华录信息技术股份有限公司,北京-石景山区,0.8-1万/月,07-12
大数据开发工程师西安,京北方信息技术股份有限公司,西安-灞桥区,1-1.5万/月,07-12
算法工程师,上海钊芃实业有限公司,上海-浦东新区,20-50万/年,07-12
人工智能工程师,广州夏木悠悠智联有限公司,广州-天河区,1.5-3万/月,07-12
数据开发专家（Java） /高级专家,杭州橙鹰数据技术有限公司,杭州-余杭区,3-5万/月,07-12
Java架构师,南京荣飞科技股份有限公司,南京-鼓楼区,2.5-3.5万/月,07-12
资深开发工程师（W）,紫光云数科技有限公司,北京-海淀区,2-2.5万/月,07-12
大数据开发工程师,万达信息股份有限公司,上海,,07-12
java大数据,成都加米谷大数据科技有限公司,成都,4.5-6千/月,07-12
大数据开发工程师,中盈优创资讯科技有限公司南京分公司,南京-建邺区,1-1.5万/月,07-12
大数据开发工程师,上海化云科技有限公司,北京-海淀区,0.8-1.2万/月,07-12
数据开发实习生,Hellobike,上海,4-6千/月,07-12
高级软件系统架构师,上海眼控科技股份有限公司,上海-静安区,30-35万/年,07-12
大数据开发工程师,郑州裕软计算机技术有限公司,郑州,1-1.5万/月,07-12
java高级开发工程师,上海泰然金融信息服务有限公司,西安-高新技术...,1.5-2万/月,07-12
算法工程师（大数据方向）,埃摩森人才服务（上海）有限公司,上海-闵行区,1.5-3万/月,07-12
数据分析师,上海三高计算机中心股份有限公司,上海,0.7-1.4万/月,07-12
高级数据分析师,DaDa,上海-长宁区,1-2万/月,07-12
数据挖掘工程师,深圳市华联通信息系统有限公司,深圳-南山区,1.5-3万/月,07-12
数据研发工程师,三盛宏业集团科技产业事业部,上海-黄浦区,2-2.5万/月,07-12
大数据开发工程师,四川合纵药易购医药股份有限公司,成都-金牛区,6-9千/月,07-12
售前售后技术支持工程师,上海欣诺通信技术股份有限公司,合肥,4.5-7.5千/月,07-12
大数据架构师,苏州云联智慧信息技术应用有限公司,异地招聘,2-2.5万/月,07-12
Java开发工程师,江苏百达智慧网络科技有限公司,苏州,1-1.8万/月,07-12
SH-EB-大数据开发,上海华钦信息科技股份有限公司,上海-浦东新区,1.5-1.8万/月,07-12
大数据研发工程师ETL(J13134),易鑫集团,北京,1.5-3万/月,07-12
大数据产品经理,湖南钧扬网络技术有限公司,长沙-岳麓区,1.2-1.5万/月,07-12
高级数据测试工程师,NTT DATA（中国）有限公司,上海-徐汇区,1.8-2万/月,07-12
RTC-架构师,上海精学锐信息科技有限公司,上海-普陀区,3.5-4.5万/月,07-12
数据仓库开发工程师,深圳市新国都技术股份有限公司,深圳-南山区,1.5-2.5万/月,07-12
大数据开发,深圳市雁联技术服务有限公司,深圳-福田区,1-2万/月,07-12
大数据技术与评测工程师,中国信息通信研究院,北京-海淀区,1-1.5万/月,07-12
数据科学家,上海昊硕企业管理咨询有限公司,上海-徐汇区,3-4万/月,07-12
系统架构师,四川科瑞软件有限责任公司,成都-武侯区,1.5-2万/月,07-12
大数据运维工程师,广州火数银花信息科技有限公司,广州-海珠区,1-2万/月,07-12
大数据研发工程师（五险一金+14薪）,武汉八百里信息技术有限公司,武汉-东湖新技...,6.5-7千/月,07-12
技术总监,上海企创信息科技有限公司,上海-普陀区,1.8-3.5万/月,07-12
大数据算法工程师,上海米领通信技术有限公司,上海-闵行区,2-2.5万/月,07-12
大数据开发工程师,广州扬华信息科技有限公司,广州-天河区,1.5-3万/月,07-12
大数据开发工程师,深圳市海洋软盟科技有限公司,北京-西城区,1.5-2万/月,07-12
研发总监,中金智汇科技有限责任公司,北京-大兴区,3-4万/月,07-12
项目运营主管,美中国际教育集团,广州,1-1.5万/月,07-12
数据分析师,上海亿通国际股份有限公司,上海,180元/天,07-12
MSAS Leader/Manager,康宁（上海）管理有限公司,上海-浦东新区,,07-12
算法工程师,青岛民航凯亚系统集成有限公司,青岛-城阳区,10-30万/年,07-12
大数据开发工程师,广州汇电云联互联网科技有限公司,广州-天河区,2-2.5万/月,07-12
Java高级开发工程师,上海马汉国际旅行社有限公司,上海,20-30万/年,07-12
项目经理/架构师,上海博登信息科技有限公司,杭州,1.6-2.2万/月,07-12
软件工程师,郑州宇通客车股份有限公司,郑州-管城回族区,1-1.5万/月,07-12
大数据仓库架构师（西安）,杭州数云信息技术有限公司,西安-雁塔区,1.8-3万/月,07-12
大数据运维工程师,上海微盟企业发展有限公司,上海-宝山区,1.3-2.6万/月,07-12
Java开发工程师,成都数融科技有限公司,成都-高新区,0.6-1.2万/月,07-12
数据算法工程师,上海像我信息科技有限公司,上海-浦东新区,2-2.5万/月,07-12
大数据讲师,武汉光环交互科技发展有限责任公司,武汉-洪山区,1-1.5万/月,07-12
大数据开发工程师,360金融,北京-朝阳区,1.8-2.5万/月,07-12
大数据开发工程师（南京）,盘石软件（上海）有限公司,南京,1-2万/月,07-12
数据库工程师,深圳市紫川软件有限公司,深圳-福田区,1-1.5万/月,07-12
BI工程师,深圳兴融联科技股份有限公司,深圳-福田区,1-1.5万/月,07-12
大数据开发,郑州安图生物工程股份有限公司,郑州,0.5-1万/月,07-12
Java高级开发工程师,上海青客公共租赁住房租赁经营管理股份有限公司,上海-徐汇区,1.5-2.5万/月,07-12
Java开发工程师,广州图匠数据科技有限公司,广州-海珠区,1-2万/月,07-12
大数据架构师,广东建邦计算机软件股份有限公司,东莞-东城区,1-1.5万/月,07-12
大数据开发工程师,上海速强信息技术股份有限公司,深圳,1-1.5万/月,07-12
数据分析和挖掘,广州市优普计算机有限公司,广州,0.7-1.1万/月,07-12
大数据工程师,广州市浩图信息科技有限公司,广州,2-3万/月,07-12
Project Lead,西安思科特软件有限公司,西安-高新技术...,1-2万/月,07-12
BI/ETL工程师,上海好医通健康信息咨询有限公司,上海-徐汇区,1.2-1.8万/月,07-12
大数据高级研发工程师,成都亿橙科技有限公司,成都-武侯区,20-30万/年,07-12
Java高级开发工程师,达而观信息科技（上海）有限公司,上海-浦东新区,2-3.5万/月,07-12
BI工程师,成都迈思信息技术有限公司,深圳,1-1.5万/月,07-12
AI & Analytics Solutions Architect 人工智能架构师,电讯盈科企业方案,广州,3-4万/月,07-12
大数据架构师,广东德润管理咨询有限公司,广州-天河区,1.5-2万/月,07-12
大数据开发工程师(J171017023),滴滴出行,北京-海淀区,3-4万/月,07-12
Java开发工程师,北京智慧摩羯数据科技有限公司,北京-朝阳区,1-2万/月,07-12
PHP高级开发工程师(大数据),上海极贝网络科技有限公司,上海,1.6-2.2万/月,07-12
机器学习工程师,天泽信息产业股份有限公司,南京-建邺区,1.2-2万/月,07-12
Java 高级开发工程师,西安中盛凯新技术发展有限责任公司,西安-新城区,1.2-2万/月,07-12
im即时通讯工程师（Java方向）,上海耶购电子商务有限公司,上海-普陀区,1.5-2万/月,07-12
大数据平台开发工程师,上海莉莉丝科技股份有限公司,上海,1.5-2万/月,07-12
ERP开发,郑州李唐电子科技有限公司,郑州,1-2万/月,07-12
大数据应用经理,维信金科,上海-虹口区,35-65万/年,07-12
大数据平台工程师,海南高灯科技有限公司,广州-海珠区,1.8-3万/月,07-12
大数据算法工程师,深圳市万邑通信息科技有限公司,深圳-南山区,1.8-2.2万/月,07-12
算法工程师,易居企业（中国）集团有限公司,上海-静安区,1.5-2.5万/月,07-12
大数据开发工程师,四川量力新钢供应链管理有限公司,成都-高新区,6-8千/月,07-12
推荐算法工程师,深圳市前海房极客网络科技有限公司,深圳-南山区,1.5-3万/月,07-12
NLP工程师,深圳市华宇讯科技有限公司,深圳,1.5-5万/月,07-12
大数据分析开发工程师,上海优帕克企业发展有限公司,上海-静安区,20-30万/年,07-12
数据仓库开发工程师,深圳市珍爱网信息技术有限公司,深圳-南山区,1.2-2.2万/月,07-12
驻场工程师,北京中经惠众科技有限公司,石家庄,0.6-1万/月,07-12
Linux运维工程师,西安奥途网络科技有限公司,广州-天河区,0.8-1万/月,07-12
高级Java研发工程师（大数据方向）,汇桔网,广州,1.5-2.5万/月,07-12
应用开发工程师,杭州玖欣物联科技有限公司,杭州-滨江区,1-2万/月,07-12
DBA,东方财富信息股份有限公司,上海-徐汇区,1.5-2万/月,07-12
大数据开发工程师,长春斯纳欧软件有限公司,长春,0.7-1.6万/月,07-12
算法工程师,上海梦创双杨数据科技股份有限公司,上海-静安区,1-2万/月,07-12
中级Java开发工程师（六险一金+周末双休）,北京鸿联九五信息产业有限公司,北京-朝阳区,1.3-1.8万/月,07-12
Java开发高级工程师,广州佰聆数据股份有限公司,杭州,1-2万/月,07-12
运维工程师,深圳市睿联数字技术有限公司,深圳,1-1.5万/月,07-12
Hadoop运维工程师,五孚（上海）数据科技有限公司,杭州-余杭区,0.8-1.2万/月,07-12
大数据开发工程师,浙江顺联网络科技有限公司,杭州-滨江区,2-4万/月,07-12
大数据讲师,深圳市讯方技术股份有限公司,深圳-南山区,0.9-1.3万/月,07-12
Java开发经理,梦网荣信科技集团股份有限公司,深圳-南山区,1.5-2.5万/月,07-12
Java后台开发工程师,大连瑞思宏科技有限公司,大连-沙河口区,15-30万/年,07-12
大数据平台工程师,昆山炫生活信息技术股份有限公司,昆山,1-1.5万/月,07-12
大数据开发工程师,上海钢银电子商务股份有限公司,上海,1.8-2.5万/月,07-12
系统架构师,吉林省联宇合达科技有限公司,长春-南关区,1-1.5万/月,07-12
Java开发工程师--数字化产品部,中移物联网有限公司,重庆-渝北区,0.8-1万/月,07-12
阿里妈妈事业部-java研发专家,阿里巴巴集团,杭州,,07-12
人工智能岗(004220),中信银行信用卡中心,异地招聘,2.5-3万/月,07-12
大数据开发工程师,新道科技股份有限公司,北京-海淀区,1.5-3万/月,07-12
Android开发工程师,南京铉盈网络科技有限公司,南京-雨花台区,1-2万/月,07-12
大数据技术总监,神州锐达（北京）科技股份公司,北京-海淀区,2-4万/月,07-12
资深算法工程师,携程旅行网国际业务,上海-长宁区,1.8-2.8万/月,07-12
数据库管理员,文华投资集团有限公司,广州-天河区,0.8-1.6万/月,07-12
公司总部-大数据运维工程师,国金证券股份有限公司,上海-浦东新区,1.5-2万/月,07-12
大数据架构师,北京嘉和无限科技有限公司,北京-海淀区,1.5-3万/月,07-12
大数据开发工程师,优客逸家（成都）信息科技有限公司,成都,1-1.5万/月,07-12
APP数据产品经理,苏州梦嘉传媒有限公司,苏州-工业园区,2-3万/月,07-12
大数据工程师,北京百程国际旅游股份有限公司,成都-武侯区,0.8-1万/月,07-12
大数据工程师-上海,瑞宁前锋信息技术有限公司,上海-浦东新区,0.8-1.5万/月,07-12
大数据开发工程师,北京汉克时代科技有限公司,异地招聘,1-1.5万/月,07-12
PHP（数据 VIN组）,广州前实网络科技有限公司,广州-白云区,1.5-2万/月,07-12
数据挖掘分析师,青岛网信信息科技有限公司,青岛-崂山区,1-1.5万/月,07-12
工业大数据架构师,哈尔滨聪游科技有限公司,哈尔滨-松北区,0.7-1.2万/月,07-12
大数据高级开发人员,上海井胜通讯技术有限公司,杭州,1-1.5万/月,07-12
Hadoop大数据平台中级运维工程师,北京高信达通信科技股份有限公司,广州-越秀区,1-1.5万/月,07-12
JAVA软件工程师,国家数控系统工程技术研究中心,武汉-洪山区,0.5-1.5万/月,07-12
Java讲师,北京学智仁和国际教育投资有限公司,北京,1-1.5万/月,07-12
数据分析工程师（上市公司）(000975),上海中文在线文化发展有限公司,上海,1.5-2.5万/月,07-12
大数据应用开发工程师,曙光信息产业股份有限公司,异地招聘,1-1.5万/月,07-12
高级JAVA开发工程师,上海简保网络科技有限公司北京分公司,北京-海淀区,2-4万/月,07-12
大数据方向工程师,青岛伟东云教育集团有限公司,北京-海淀区,1-2万/月,07-12
终端公司算法开发专员,卓望数码技术（深圳）有限公司,北京-西城区,0.8-1万/月,07-12
大数据分析师,河南弋之众合信息科技有限公司,郑州-中原区,0.8-2万/月,07-12
高级大数据研发工程师,上海冰鉴信息科技有限公司,北京,28-56万/年,07-12
Java架构师,湖州莘达科技有限公司深圳分公司,深圳-龙华新区,2-3万/月,07-12
软件实施工程师,佳都新太科技股份有限公司,广州-天河区,15-20万/年,07-12
大数据研发工程师,建研科技股份有限公司,北京-朝阳区,2-2.5万/月,07-12
BI开发工程师,北京公瑾科技有限公司广州分公司（慧算账）,广州-天河区,1-2万/月,07-12
高级大数据开发工程师,四川斐讯信息技术有限公司,成都-高新区,1.8-3万/月,07-12
ELK大数据工程师,北京冷杉科技有限公司,北京-朝阳区,0.8-1.5万/月,07-12
数据库工程师,南京数脉动力信息技术有限公司,南京,0.8-1.6万/月,07-12
大数据开发岗-信息技术中心,第一创业证券股份有限公司,深圳-福田区,1-2万/月,07-12
大数据分析师,中电科嘉兴新型智慧城市科技发展有限公司,嘉兴,0.6-1万/月,07-12
java数据工程师,深圳可链科技有限公司,深圳-南山区,1.5-2万/月,07-12
大数据开发工程师,上海钢联电子商务股份有限公司,上海,1.8-2.5万/月,07-12
NLP-知识图谱算法,奇虎360科技有限公司,北京,4-5万/月,07-12
数据架构师,瀚一数据科技（深圳）有限公司,深圳-南山区,2.5-3万/月,07-12
大数据研发总监,跑哪儿科技（北京）有限公司,成都-高新区,1-1.5万/月,07-12
数据开发工程师（高级）,上海金指软件技术有限公司,上海-浦东新区,1.5-2.2万/月,07-12
机器学习工程师,北京文泽智远信息技术有限公司,北京-海淀区,1-2.5万/月,07-12
大数据开发工程师,霍尔果斯牛富软件有限公司,杭州-滨江区,0.9-1.8万/月,07-12
大数据算法专家,阿基米德（上海）传媒有限公司,上海-长宁区,3-4万/月,07-12
大数据开发工程师,深圳云安宝科技有限公司,深圳-南山区,2.5-4万/月,07-12
大数据架构师,广州源典科技有限公司,广州,1.5-3万/月,07-12
大数据架构师,杭州思迈投资管理有限公司,杭州-拱墅区,1-2万/月,07-12
数据库开发工程师,重庆新致金服信息技术有限公司,重庆-渝北区,0.8-1.6万/月,07-12
大数据开发工程师,彦捷（上海）信息科技有限公司,广州-天河区,2-2.5万/月,07-12
大数据讲师,湖南潭州教育网络科技有限公司北京分公司,北京-海淀区,1.5-3万/月,07-12
Cognos开发工程师,上海你我贷互联网金融信息服务有限公司,上海,1.3-2万/月,07-12
Linux运维工程师,VeryCloud,上海-普陀区,6-8千/月,07-12
Java开发工程师（通讯方向）,杭州三一谦成科技有限公司,杭州-西湖区,0.6-1.1万/月,07-12
大数据研发工程师,上海保资智能科技有限公司,上海,1.5-2万/月,07-12
数据挖掘工程师,金汇网络信息技术（北京）有限公司,北京-丰台区,2-2.5万/月,07-12
Java /大数据开发工程师,三盟科技股份有限公司,西安,1.5-2.2万/月,07-12
